,text,waktu,jumlah kata,jam,label
5863,kan aku harus start magang smt mulai angkat dimajuin smt jadi aku kuliah masuk kelas smt kalo smt depan offline yaudah bye bye gabisa ngerasain kelas offline,2021-06-03 05:43:29+00:00,27,pagi,0
5864,pas kuliah offline sekarang rumah aja nail doong jadi yaampun sedih banget naik,2021-06-03 05:36:27+00:00,13,pagi,0
5865,tanyarl klo dunia serba online gin trus gmn cari tmn jodoh mau kuliah pgn offline nambah tmn,2021-06-03 05:25:00+00:00,17,pagi,0
5866,hmm bau kuliah offline nie semester depan awowkwowk,2021-06-03 05:18:15+00:00,8,pagi,0
5867,pas kuliah offline aja gua sering bngt balik ngampus nontn mana kata nabung,2021-06-03 05:02:21+00:00,13,pagi,0
5868,feel bad buat mahasiwa bnyakan ngerasain kuliah online dri pda offline soal gue baru ngerasain enak belajr zoom mending gue ngambil sks eval deh dripda gin gue tinggal tidur pdhal kuliah diskusi debat langsung seru bngt,2021-06-03 04:21:26+00:00,36,pagi,0
5869,semalem mimpi first day kuliah offline apa tanda aku lolos sbm tahun,2021-06-03 04:20:46+00:00,12,pagi,0
5870,kakak cewek pas kuliah offline kalian nyamain style ootd kalian kuliah sama main dibedain,2021-06-03 04:15:05+00:00,14,pagi,0
5871,iya pak anak mau kuliah offline blm dpt vaksin,2021-06-03 04:13:05+00:00,9,pagi,0
5872,iya bener sama nder yaamponn pas kuliah offline jauh rumah,2021-06-03 04:12:30+00:00,10,pagi,0
5873,yuju hari kuliah offline apa online,2021-06-03 04:08:25+00:00,6,pagi,0
5874,random bgt tidur tengah kuliah trs mimpi kuliah offline bareng,2021-06-03 04:05:16+00:00,10,pagi,0
5875,kerjo sek part time opo ngomongo sis lek misal smt ngarep awak bakal kuliah offline,2021-06-03 04:00:48+00:00,15,pagi,0
5876,trs kuliah doang kayak kalian mon maaf mbakk maaff bgt bukan diskriminasi kampus yaa tekan kamu kampus aku kampus udah jauh beda adekmu anak sipil mbok untung online cba offline trs suruh kerja,2021-06-03 04:00:25+00:00,33,pagi,0
5877,coba dateng seminar kenal kampus bisa kamu jangkau offline atau online kalo dapet hubungin aja kenal kamu udah kuliah misal kakak kelas,2021-06-03 04:00:24+00:00,22,pagi,0
5878,tau gak sih mana aku mau bandung udah mulai kuliah offline kadi gak keburu unboxing moga aja gak jadi kuliah offline nya biar unboxing ggu wkwkw,2021-06-03 03:58:02+00:00,26,pagi,0
5879,klo udah balik kuliah offline yaa,2021-06-03 03:56:51+00:00,6,pagi,0
5880,gapapa sambi aja bilang kalo kamu sama kuliah jdi kerja kalo online kiliah sambi trus kalo offline tinggal masuk resign baik baik,2021-06-03 03:55:46+00:00,22,pagi,0
5881,wah kuliah offline nich,2021-06-03 03:55:40+00:00,4,pagi,0
5882,greget gak sih wkwk mana gue mau bandung pasti gak keburu nge unboxing moga aja gak jadi kuliah offline nya biar unboxing ggu wkwkw,2021-06-03 03:55:19+00:00,24,pagi,0
5883,mau ngetraktir pizza hut kalo kuliah offline,2021-06-03 03:37:42+00:00,7,pagi,0
5884,mau cerita kan jaga warung trus tanya sama bapak bapak gin kuliah online jawab iye online trus tanya agik katenye masuk offline juli liat berita sih jawab katenye bom sih kan liat zona biasa,2021-06-03 03:34:56+00:00,34,pagi,0
5885,udah kabar kalo semester depan kuliah offline guys kampus kabar nya bakal offline semester depan neng sih takut,2021-06-03 03:26:36+00:00,18,pagi,0
5886,ptn kira kira angkata sekarang kuliah offline apa online btw kampus surabaya daerah kalian gimana,2021-06-03 03:25:00+00:00,15,pagi,0
5887,ueue moga emg niat ngewlinnya tahun segituan pas aku udah masuk kuliah offline egen,2021-06-03 03:14:16+00:00,14,pagi,0
5888,iya keburu kuliah offline nie iya gue baru pertama gue kaget pas sana orang udah dua agsjakdk,2021-06-03 03:12:25+00:00,17,pagi,0
5889,mandi merem ngantuk buat ingat masa kuliah offline omg baru sadar nyata dah daring tahun,2021-06-03 02:07:50+00:00,15,pagi,0
5890,kalo semester offline parah sih udah mantap diri buat kuliah deket aja tau nya online kan percuma mending jauh sekali,2021-06-03 02:04:52+00:00,20,pagi,0
5891,allah tau sih semalem gua mimpi cerita gua sekolah kuliah offline gitu gue kayak sekolah bukan tempat biasa gua sekolah nah cerita situ gue banyak temen mimpi gue masuk kriteria anak bukan seleb gitu terus cerita mimpi,2021-06-03 01:58:55+00:00,37,pagi,0
5892,waktu ukm abis selese jam kuliah siang sore kalo refreshing dar makan bareng trus ngobrol weekend main buat nugas bareng pas temen sekosan nugas betul tetangga kamar jurus abis kelas langsung nugas temen aku kangen offline,2021-06-03 01:57:58+00:00,36,pagi,0
5893,kalo smter depan gua offline kuliah adek tingkat dong gua,2021-06-03 01:48:17+00:00,10,pagi,0
5894,kalo dulu jaman kuliah offline kampus sampek malem bgt tugas tetep kelar gak mepet kelar dulu rumah cuma numpang mandi makan tidur doang,2021-06-03 01:36:36+00:00,23,pagi,0
5895,pas dulu gue kuliah offline gue pernah dapet kaya gin seru meski stress paling seru pas suruh bikin analisis kelayakanan bisnis survey dulu macaam seru aja,2021-06-03 01:31:41+00:00,26,pagi,0
5896,semester aku udah mulai pasrah hilang semangat kuliah mulai capek online ken kuliah,2021-06-03 01:29:48+00:00,13,pagi,0
5898,aku bawa nyaris tiap hari maba sampe akhir kuliah offline smt gak papa kok santai aja lumayan hemat uang wkwkwk,2021-06-03 01:10:30+00:00,20,pagi,0
5900,dulu iya waktu kuliah offline sekarang karna emang kga punya uang alias kasih uang jajan karna online,2021-06-03 00:56:42+00:00,17,pagi,0
5901,kira kira gambar kuliah offline adalah chaos,2021-06-03 00:38:17+00:00,7,pagi,0
5902,dulu pas kuliah offline begini wkwkwkw,2021-06-03 00:30:31+00:00,6,pagi,0
5903,ada kabar kuliah offline jadi engga,2021-06-03 00:04:17+00:00,6,pagi,0
5904,temenku dulu jual pas mas kuliah offline sekarang seperti tidak,2021-06-02 22:31:07+00:00,10,malam,0
5905,semangat ser btw udah offline kuliah,2021-06-02 22:24:40+00:00,6,malam,0
5906,sigana mah meh tarenang soalna gosip kuliah offline bulan juni,2021-06-02 18:42:07+00:00,10,malam,0
5907,baru juga indo belum siap buat kuliah offline kok,2021-06-02 17:26:53+00:00,9,malam,0
5908,semenjak korona tidur jam gin kek aja dulu masa kuliah offline jam gin tidur udah panic pas besok kelas subuh,2021-06-02 16:58:59+00:00,20,siang,0
5909,besok senin udah kuliah offline arti wkwk,2021-06-02 16:50:33+00:00,7,siang,0
5910,udah lupa lama kuliah offline gabisa bantu ngeliatatin nder,2021-06-02 16:33:39+00:00,9,siang,0
5911,tau sih pas gue kuliah offline dulu tuh anak kelas gue bilang depok orang friendly semua wkwkwk jadi emg pas siee tagline friendly city nya,2021-06-02 16:22:34+00:00,25,siang,0
5912,nasibe kuliah offline pie broo,2021-06-02 15:52:04+00:00,5,siang,0
5914,udah mau kuliah offline fun,2021-06-02 15:33:25+00:00,5,siang,0
5915,kalau gue sih sama aja gara gara corona jadi praktek nya cuman beberapa kali sering waktu offline ada sempat mon kalau misal kuliah mau ambil tataboga,2021-06-02 15:24:20+00:00,26,siang,0
5916,ngerasain offline cuman smt kuliah ngga cerita serunyaa cerita mumet sambat tugas,2021-06-02 15:12:08+00:00,12,siang,0
5917,cari dimane anjir kuliah aje blm pernah masuk offline aja blm pernah ktmu temen baru rumah cuma ketemu bapak crush pas sma kagak pernah chat dah anjir nikah aja sama younghoon,2021-06-02 15:09:42+00:00,31,siang,0
5918,day nih dam gamau update kadang mikir apa yedam kuliah kali yaa jadi sibuk banget sempet update bikin lagu kalo tmap kan liat main hape teruz pikir gue bukan main hape lebih kuliah offline maybe abis sampe bener ngilang,2021-06-02 15:08:33+00:00,39,siang,0
5919,kuliah offline nndi coba golek nak google wkwk lek unu takok kating kenal daerah kunu,2021-06-02 14:37:58+00:00,15,siang,0
5920,kek nya nnt udh kuliah offline bakal stop collect sendiri bayangin hectic nya kuliah organisasi boro cek nyoret kek skrg padahal duit mah masalah sih langgan itu msh aktif entar suka overthinking,2021-06-02 14:37:32+00:00,32,siang,0
5922,drama kuliah online seru temen tidur lupa mic offin ngorok kenceng bgt terus,2021-06-02 14:16:28+00:00,13,siang,0
5923,kuliah offline semester wkwk sedi sie,2021-06-02 14:12:01+00:00,6,siang,0
5924,langsung ngurus biar pindah kampus layo aja nder jadi asrama kuliah kalo offline gak jauh jauh,2021-06-02 13:38:33+00:00,16,siang,0
5925,kuliah offline kayak buah wacana belaka,2021-06-02 13:20:15+00:00,6,siang,0
5926,definisi pernah ketemu udah kangen aku mahasiswa bom pernah ngerasain kuliah offline,2021-06-02 13:18:11+00:00,12,siang,0
5927,jadi kuliah offline ngga sih kangen lewat lapang atletik ngeliat mas mas fik pake kolor ness,2021-06-02 13:02:06+00:00,16,siang,0
5928,itb kampus gajah belah kuliah semester depan udah offline,2021-06-02 12:30:00+00:00,9,siang,0
5929,tuhan sama mahasiswa semester dikit mau semester mana cuma ngerasain kuliah offline cuma semester,2021-06-02 12:28:43+00:00,14,siang,0
5931,aku gitu wkwkwk bukan orang rumah sih lebih tetangga jarang liat aku kan wkwk jaman kuliah offline dulu pergi pagi banget pulang udah magrib,2021-06-02 12:13:34+00:00,24,siang,0
5932,nanti kalo kuliah offline ada dosen nyuruh mahasiswa nggak make masker buat keluar cari masker,2021-06-02 12:06:51+00:00,15,siang,0
5933,gimana udah siap kuliah offline,2021-06-02 11:59:42+00:00,5,siang,0
5934,haha valid semua alat make karna kuliah offline,2021-06-02 11:50:22+00:00,8,siang,0
5935,mulai kuliah offline jadi,2021-06-02 11:40:35+00:00,4,siang,0
5936,unsr cubo ceritoke ada kampus kalo kuliah offline nasib angkat corona tau,2021-06-02 11:13:33+00:00,12,siang,0
5937,say kalian cewe beli baju kuliah online offline klau beli tanah bagus bagus,2021-06-02 11:05:57+00:00,13,siang,0
5938,yakin rindu kuliah offline apa rindu,2021-06-02 10:47:08+00:00,6,siang,0
5939,kuliah bar iki offline podo konco wes podo buyar kabeh,2021-06-02 10:36:51+00:00,10,siang,0
5941,abis kuliah offline online,2021-06-02 10:30:25+00:00,4,siang,0
5942,kakak apasih dikangenin kuliah offline kek seru bgt,2021-06-02 10:13:02+00:00,8,siang,0
5943,daerah kalian udh offline blm sii anak sekolah kuliah,2021-06-02 10:03:53+00:00,9,siang,0
5944,bullshit gaksi bulan juli kuliah offline,2021-06-02 10:03:08+00:00,6,siang,0
5946,syg uii rencana kuliah offline,2021-06-02 08:51:07+00:00,5,pagi,0
5949,sebenernya kalau pas biasa kuliah offline pernah tugas video gitu gak maaf angkat jadi gak tau thanks,2021-06-02 08:26:20+00:00,17,pagi,0
5950,loh udh kuliah offline cha,2021-06-02 08:23:44+00:00,5,pagi,0
5951,sekarang aku dulu waktu kuliah offline cukup,2021-06-02 07:15:57+00:00,7,pagi,0
5952,min pasti buat semester depan kuliah online offline kapan keluar,2021-06-02 06:43:24+00:00,10,pagi,0
5953,kalian bodoamat sama outfit pokok berangkat kuliah wktu offline dulu klo kelas pagi beuh mana sempat mikir outfit,2021-06-02 06:40:55+00:00,18,pagi,0
5954,mungkin kuliah offline tahun seperti haa,2021-06-02 06:37:20+00:00,6,pagi,0
5956,kalo kuliah offline hrs selalu bawa laptop kampus ngga cuma binder stationary doang,2021-06-02 06:18:52+00:00,13,pagi,0
5957,efek rumah mulu kali karena pas xiusoo wamil dulu gue kuliah mas offline jadi sibuk sana sini akhir rasa tiba tiba xiusoo dah balik wamil,2021-06-02 05:50:39+00:00,25,pagi,0
5958,ngekos trs bilang orangtuanya udah kuliah offline gimana cara ngegoceknya wkkwkw,2021-06-02 05:29:56+00:00,11,pagi,0
5959,pdhal dah mau kuliah offline harus nabung malah buat baru,2021-06-02 05:17:27+00:00,10,pagi,0
5961,outfit gin much gak sih fren kalo buat kuliah offline yeet,2021-06-02 04:35:19+00:00,11,pagi,0
5962,kalo udh mulai kuliah offline siapa bakal ngadukin mie gue kalo mam mie kan lama sma terus ngadukin mie gue skrng beda kampus,2021-06-02 04:19:14+00:00,23,pagi,0
5964,plss don flop drop ootd ngampus kalian dong aku baru mau kuliah offline,2021-06-02 01:20:06+00:00,13,pagi,0
5966,juli sekolah ofline,2021-06-05 13:12:25+00:00,3,siang,0
5967,lebih suka sekolah ofline ato online,2021-06-05 09:09:28+00:00,6,siang,0
5968,jadi beneran sekolah ofline nih juli,2021-06-04 11:35:02+00:00,6,siang,0
5969,klo sekolah ofline mandi lah klo online dlu,2021-06-04 00:27:18+00:00,8,pagi,0
5970,ohayou minna ganbatte nee jalin hari moga hari kalian lebih baik hari kemaren sedang masalah kalian tetap optimis sabar jangan lupa makan sekolah online ofline jangan males kerjain tugas wkwkwkwkwk,2021-06-02 22:14:51+00:00,30,malam,0
5971,pas awal rasa kucil tnp sadar diri sendiri bikin posisi nyaman alhasil beraniin dri aja buat ngomong walaupun capek bgt nguras energi akhir enjoy aja organisasi btw alam pas kuliah offline,2021-07-03 17:11:21+00:00,31,malam,0
5972,buat beli printer macbook motor baru cicil uang kuliah bimbel online offline sisa kasi ortu,2021-07-03 17:11:05+00:00,15,malam,0
5973,kesel ngeliat base kampus lewat terus jadi ken kuliah offline,2021-07-03 16:50:55+00:00,10,siang,0
5974,wkwkwkkw udah saat coba pikir positif aja pikirin mau kos ootd hari pertama kuliah offline gimana kenal cari temen gimana tenang aja nderr cuma resah saat kamu bakal ketemu sifat manusia lain semangat,2021-07-03 16:38:34+00:00,33,siang,0
5975,padahal udah sem kan sempat nyicipin kuliah offline,2021-07-03 16:32:23+00:00,8,siang,0
5976,gantung pts nya sih biaya kuliah hari aja kalo misal offline sama danus kalo ikut panitia hahahah,2021-07-03 16:09:34+00:00,17,siang,0
5977,lah kalo offline arti kuliah provinsi donk,2021-07-03 16:01:04+00:00,7,siang,0
5978,momen apa sering bikin kalian gedek pas kuliah offline sering nemu habis interview tinggal aja tempat padahal banyak informasi diri akhir sering nyobek biar gak disalahgunain,2021-07-03 15:57:04+00:00,26,siang,0
5979,tumben aku betah rambut panjang wkkwkwk kalo pas aktif kuliah offline jelas sih rambut selalu pendek wkwkkw,2021-07-03 15:49:20+00:00,17,siang,0
5980,wkwkwk sad bgt anjir cepetan kuliah offline dong gak waras gue lama lama banyak halu mulu,2021-07-03 15:45:59+00:00,16,siang,0
5981,semua pokok enak kuliah offline,2021-07-03 15:33:42+00:00,5,siang,0
5982,akuu enak bgt plis jadi kangen pas jaman kuliah offline bulan ramadhan kalo balik rapat giat ukm lompok sore jam tengah selalu mampir beli bakpao ayam dulu buat sahur,2021-07-03 15:33:07+00:00,29,siang,0
5983,dulu waktu gue kuliah offline mau masuk rumah sakit yang nyariin,2021-07-03 15:32:55+00:00,11,siang,0
5984,oktober pernah ngerencanain stop collectnya pas masuk kuliah offline fokus skripsi,2021-07-03 15:31:57+00:00,11,siang,0
5985,maaf kak muhammadiyah wajib pakai rok gamis kak aku dar muhammadiyah soal blum pernah kuliah offline huhu,2021-07-03 15:30:29+00:00,17,siang,0
5986,angkat can relate aku bagi kuliah offline kantin udh tutup lama tahun,2021-07-03 15:19:33+00:00,12,siang,0
5987,suda belanja sepatu tas kuliah ibu malah blg yakin emg ntr offline mengsedih,2021-07-03 15:14:14+00:00,13,siang,0
5988,gatau rasa kuliah offline tau becanda kelas,2021-07-03 15:12:37+00:00,7,siang,0
5989,gin mau kuliah offline,2021-07-03 15:12:33+00:00,4,siang,0
5991,buat kuliah sumbar kira semester offline ngga,2021-07-03 14:47:02+00:00,7,siang,0
5992,ngerti sih ges mahasiswa vaksin dosis kuliah bakal offline selamat mau gila mikirnya kampus penuh mahasiswa makin sering emosi ntar,2021-07-03 14:16:39+00:00,20,siang,0
5993,bayang kalo kuliah offline desa antah antah internet kkn,2021-07-03 14:15:18+00:00,9,siang,0
5994,jujur skrg covid rem mau make masker medis biasa aja udh rasa gaaman karna double cpt pulih yaa pgn liat alda pake baju sma pgn kuliah offline huhu,2021-07-03 14:13:05+00:00,28,siang,0
5995,bgtt hiks jadi pikir buka krn kuliah offline,2021-07-03 14:05:18+00:00,8,siang,0
5996,jangan jangan aku kuliah online mulu tiba tiba udah semester aja jangan jangan semester akhir ngerasain kuliah offline kampus,2021-07-03 13:58:41+00:00,19,siang,0
5997,tahun lalu kata tahun depan bakal kuliah offline nyata kuliah online kuliah offline asa mitos kbt uaf,2021-07-03 13:55:02+00:00,17,siang,0
5998,kang teh kalau pas kuliah offline tuh suka ketemu sama angkat ngga sih pas kuliah cuma sama angkat sendiri aja dudumalming,2021-07-03 13:52:31+00:00,21,siang,0
5999,sepupu aku gapyear gatau mau kuliah apa ngga dia pernah blg ibu males kuliah online kata mau offline iya dia kerja samping temen nya buka usaha sewa alat camping fotografi nikah event gitu,2021-07-03 13:50:00+00:00,33,siang,0
6000,kayak kuliah offline dlm waktu dekat deh nder potong aja gpp,2021-07-03 13:45:33+00:00,11,siang,0
6001,kalo kuliah offline udh dapet lamm,2021-07-03 13:40:59+00:00,6,siang,0
6002,say kalian udah kuliah terima jauh rumah misal beda provinsi kalian pernah ngerasain kuliah offline gmn motor gimana yaa aku bingung apa kalian pake boros ongkos gaa tia sorry kalo oot,2021-07-03 13:40:29+00:00,31,siang,0
6003,how extrovert ken punya temen baru lama kuliah online nnt pas offline melempem kaya kerupuk wkkw,2021-07-03 13:39:38+00:00,16,siang,0
6004,dapet hari gasebanyak kuliah offline gpp alhamdulillah,2021-07-03 13:39:00+00:00,7,siang,0
6005,bener ngarep wisuda offline tahun depan inshaallah lulus tepat waktu doain pingin punya kenang sama temen kuliah pokok moga pandemi segera pulih aku gak harap banyak kalo masyarakat manut semua aku yakin kok semua bakal,2021-07-03 13:27:24+00:00,35,siang,0
6006,sedi bgt gua vaksin klo smstr depan mungkin kuliah offline malah parno sendiri,2021-07-03 13:24:33+00:00,13,siang,0
6007,jangan mikir kuliah beli buku bimbel online offline aja aku ngga mampu kalo aku cerita aku tinggal daerah banyak kebun sawit sini susah sinyal banget kalo pun paling malam juga kalo mau kota gitu jauh kak rumah,2021-07-03 13:17:43+00:00,37,siang,0
6008,ptn kapan kuliah offline mau cari pacar anak solo,2021-07-03 13:15:03+00:00,9,siang,0
6009,moga cepet ngerasain kuliah offline yaa bakal seru banget ngerjain tugas bareng temen bikin artwork bayang banget seru,2021-07-03 13:10:27+00:00,18,siang,0
6010,aku ken potong rambut pendek pas sejajar sama dagu cuma ragu takut waktu dekat kuliah offline jadi gak diiket soal aku make jilbab susah dipakein pentul mending potong apa engga,2021-07-03 13:10:23+00:00,30,siang,0
6012,hee udinus ndak masuk kuliah offline,2021-07-03 12:51:09+00:00,6,siang,0
6013,maba jujur ken banget ngerasain kuliah offline vibesnya gimana sih hahah maklum lah penasaran,2021-07-03 12:29:32+00:00,14,siang,0
6014,good know karna gue dulu sering bgt naps menit paling sering bawah menit mau waktu kuliah offline rumah kalo free capek biasa atas menit atas jam bahkan pernah bawah menit naps hahaha,2021-07-03 12:22:25+00:00,32,siang,0
6015,katana kuliah online yak ngapa keluar ttp kek bocah kuliah offline,2021-07-03 12:14:01+00:00,11,siang,0
6016,pls nnt kalo gue udh kuliah offline mau jalan rumah ayu tingting hahahah,2021-07-03 12:03:20+00:00,13,siang,0
6017,kalo temenku banyak sih nder kuliah dobel gitu satu fkg satu hukum biasa dua nya jalan kalo aku sih saran ambil aja kalo emang ngerasa suka kalo ngerasa mampu ajar terus mumpung online blm bau offline kan ntar kalo,2021-07-03 11:59:06+00:00,39,siang,0
6018,lali carane kuliah offline,2021-07-03 11:45:56+00:00,4,siang,0
6019,kalo gue satu tube gitu tahan bulan kira kira isi banyak kuliah offline jadi gue gapernah reapply sunscreen pas kerja taun lalu gue kerja cafe gitu jadi gak outdoor,2021-07-03 11:45:30+00:00,29,siang,0
6020,nanya mulu kek bakal kuliah offline aja upss,2021-07-03 11:30:13+00:00,8,siang,0
6021,tiap hari cinta uang nilai uas kapan kuliah offline aku pingin keluyur malem kek dulu ndek malang aku payu bgst njing,2021-07-03 11:28:54+00:00,21,siang,0
6022,aku jam kuliah offline jarang chattan gitu sama temen biasany aja sebenerna klo ngeliat intensitas chattan,2021-07-03 11:26:31+00:00,16,siang,0
6023,buat maba ken bgt nyoba kuliah offline huhu,2021-07-03 11:13:37+00:00,8,siang,0
6024,nangor udh rame mahasiswa gajadi kuliah offline,2021-07-03 11:12:48+00:00,7,siang,0
6025,kuliah offline uts uas online paling enak valid,2021-07-03 11:12:30+00:00,8,siang,0
6026,aku clumsy kok beli cuman buat foto sama pergi kalo udah kuliah offline aku bakal tiap hari pake cuman kayak bakal kepake kalo foto foto doang deh,2021-07-03 11:12:22+00:00,27,siang,0
6027,rencana uas mau main reward myself jajan hahahihi uda nyusun rencanaa daann terbit ppkm moga virus cepat lalu biar kuliah offline sumpah dah stress banget ahahjdn jshasu,2021-07-03 11:08:32+00:00,27,siang,0
6028,trs kalau misal kuliah offline gmna kalau bentrok soal aku jga punya niat double degree takut bentrok karna nya reguler bukan karyawan,2021-07-03 10:54:33+00:00,22,siang,0
6030,list kuliah kalo offline smt beli tas dispo full body mirror tidak tidak lupa kaos polos,2021-07-03 10:47:10+00:00,16,siang,0
6031,kadang lupa pernah kuliah offline pernah living the mahasiswa life,2021-07-03 10:44:29+00:00,10,siang,0
6032,kayak kuliah offline baru tahun beneran jadi nyata,2021-07-03 10:30:15+00:00,8,siang,0
6033,baru mau ngerasain kuliah tetep pilih offline dong ajar rumah terus tuh gak seru,2021-07-03 10:15:58+00:00,14,siang,0
6034,aku tdak sesal dulu pas kuliah offline sedikit alay update tweet bsa liat kangen bgt,2021-07-03 10:10:03+00:00,15,siang,0
6035,ptn jujur kalian lebih neng kuliah offline online why,2021-07-03 10:10:02+00:00,9,siang,0
6036,ada bae din gue tanya kaya lgsg diem renung hidup gue masa kuliah mas offline padahal blangsak abis kuliah wkwkwk,2021-07-03 10:08:36+00:00,20,siang,0
6037,mustahil kekny kuliah offline keadaanny msh gin,2021-07-03 10:06:12+00:00,7,siang,0
6038,bukan ngotot peka sama situasi sekarang paham bgt malah emg maksain kuliah offline jadi mending ambil cuti dulu explore baru rencana sih bakal balik kampung tan mungkin biar jadi marhaenis sejati wkwkw,2021-07-03 10:06:00+00:00,32,siang,0
6039,pantau fakulti ket kuliah offline sampe brp minggu lalu mbangun parkir ora mari,2021-07-03 09:22:05+00:00,13,siang,0
6040,dong kan ntar kuliah moga moga offline ngerantau,2021-07-03 09:12:47+00:00,8,siang,0
6042,aku minggu kmrn abis masuk kuliah offline pir,2021-07-03 08:36:33+00:00,8,pagi,0
6044,jaman kuliah ngeprint printmu selalu aja drama apa cuma aku ngerasa layan masalah bgtt ngga offline ngga online bikin mangkel pol definisi kecewa tetap tahan gin wkwk,2021-07-03 08:14:34+00:00,27,pagi,0
6045,kuliah offline nya baru semester kak,2021-07-03 08:02:05+00:00,6,pagi,0
6046,onlen dulu tahun hemat biaya jadi sisa masa kuliah offline tahun kalo lulus cepet wkwk,2021-07-03 07:45:05+00:00,15,pagi,0
6047,kuliah hrs offline,2021-07-03 07:37:00+00:00,3,pagi,0
6048,yee kalo sampek sem kagak offline sama aja kayak kuliah anjir buat apa milih kuliah ampe jakarta,2021-07-03 07:29:10+00:00,17,pagi,0
6049,aku udah mikirin kak bel kan smt depan bakal online lgi mumpung keluar uang buat kuliah offline jdi aku mau ikut tabung jadi ragu kena bilang eman,2021-07-03 07:26:53+00:00,27,pagi,0
6050,kalo kuliah udah balik offline gue mau pake batik kampus,2021-07-03 07:25:29+00:00,10,pagi,0
6051,jgn lupakn sini klw kuliah offline,2021-07-03 07:21:34+00:00,6,pagi,0
6053,gaada kuliah offline wkwkwk,2021-07-03 07:04:55+00:00,4,pagi,0
6054,aku mandi menit aja sering dulu pas kuliah offline waduu menit pernah,2021-07-03 06:42:01+00:00,12,pagi,0
6055,aku pen cepetcepet kuliah offline cocorong ilangilang malah sems depan online sedih huhu duit jajan,2021-07-03 06:14:42+00:00,15,pagi,0
6056,ospek kapten pdhl sbnrnya benci bgt soal bossy bgt demi ospek kelar gatau gmn awal sela istirahat kuliah offline sering ngobrol tmn abistu sering komen snap trus chat intens ajak main dua the end,2021-07-03 06:14:37+00:00,34,pagi,0
6057,udah mau satu tahun konprod barang gak kasih kasih jawab gak ubah awal kita kasih pas kuliah offline,2021-07-03 06:11:02+00:00,18,pagi,0
6058,kemarin mimpi pcrn pagi tadi mimpi kuliah offline kamar aku real bgt sampai pakai papan tulis kamar,2021-07-03 05:59:20+00:00,17,pagi,0
6060,pada kuliah online offline praktek kkn gimana hari kalian guys,2021-07-03 05:51:59+00:00,10,pagi,0
6061,say kalo ada begini mungkin bakal ospek kuliah offline,2021-07-03 05:50:04+00:00,9,pagi,0
6062,kalo kuliah ospeknya offline kah,2021-07-03 05:47:15+00:00,5,pagi,0
6063,pernah kuliah offline,2021-07-03 05:44:21+00:00,3,pagi,0
6064,lama kuliah pas praktek offline kemarin nyisihin uang jajan uang jajan puter buat jual biar ngga stuck situ aja nder,2021-07-03 05:37:40+00:00,20,pagi,0
6065,yaiyalah aku gitu loh skill bacot sudah uji klinis tidak ragu wkwk canda mantep lah poko kalo kalian udah kuliah offline contoh mungkin jail lumayan yekan kaga capek wkwk astagfirullah sekian,2021-07-03 05:19:59+00:00,31,pagi,0
6066,uaf tanda bakal kuliah offline gaksi,2021-07-03 05:07:57+00:00,6,pagi,0
6067,selalu ditanyain kapan kuliah offline sii,2021-07-03 05:03:16+00:00,6,pagi,0
6068,sering bilang baby face sama orang ntar takut kalau kuliah offline panggil dek,2021-07-03 04:57:34+00:00,13,pagi,0
6069,yuk kuliah offline yuk,2021-07-03 04:55:17+00:00,4,pagi,0
6070,boro boro kuliah offline nya aja tau kapan nder,2021-07-03 04:51:47+00:00,9,pagi,0
6071,aku sebenernya ken bgt cerita org nang bgt dah selesai mas wkwkwk tenggelem sama chat grup kuliah offline udh pelukin satu kampus tau kek gin bikin takut woi anjrot following cuma gua doang masuk kamar pdhl mau full jam aku yak apani,2021-07-03 04:49:03+00:00,42,pagi,0
6072,padahal kalo kuliah offline mau potong rambut dknxkd,2021-07-03 04:47:51+00:00,8,pagi,0
6073,kira kira agustus jadi kuliah offline apa,2021-07-03 04:37:07+00:00,7,pagi,0
6074,kangen mau kuliah offline,2021-07-03 04:26:48+00:00,4,pagi,0
6075,syg angkat prnah ngrasain kuliah offline sih,2021-07-03 04:21:30+00:00,7,pagi,0
6076,kesel bgt apa disalahin ntar megang hpnya marahin hadeh beneran deh agustus mending kuliah offline,2021-07-03 03:47:10+00:00,15,pagi,0
6077,aku kadang mikir kayak susah deh dapetin kuliah aku pikir gimana aku kuliah aku kan cuma anak buruh hari lepas sama anak ibu rumah tangga doang jangan mikir kuliah beli buku bimbel online offline aja aku ngga mampu,2021-07-03 03:40:51+00:00,38,pagi,0
6078,sebenernya tuju gue beli apple watch tuh buat olahraga biar liat calorie keluar aneh emg fakta hahaha trs gue udh dibeliin jam sih sama mamah jadi saran dong mending beli skrng aja apa nunggu pas kuliah udh offline,2021-07-03 03:35:34+00:00,38,pagi,0
6080,kesel sama percaya kopit pls lah ajg bego kantongin dulu ikutin prokesnya tau sii gue pen rasain kulia,2021-07-03 03:05:49+00:00,18,pagi,0
6081,andai kuliah offline kayak aku tetep bakal ngambis kayak semester dapet,2021-07-03 02:36:06+00:00,11,pagi,0
6082,ken tahun akhir kuliah offline,2021-07-03 02:30:55+00:00,5,pagi,0
6083,sering digiinin wkt kuliah offline malah angkat ade tingkat,2021-07-03 02:08:43+00:00,9,pagi,0
